"sample_1","sample_2","dissimilarity","distance","subject_1","site_1","system_1","subject_2","site_2","system_2","comparison"
"001AcCUSw","001AcLUSw_3",0.161679093345338,"weighted_unifrac","S001","Antecubital","Eswab","S001","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcCUSw","001AcLUSw_4",0.225156265976609,"weighted_unifrac","S001","Antecubital","Eswab","S001","Antecubital","Omni","Within participant-site: different systems"
"001AcLUSw_3","001AcLUSw_4",0.0922195304361873,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S001","Antecubital","Omni","Within participant-site: different systems"
"001AcCUSw","001AcRUSw_1",0.285287002932999,"weighted_unifrac","S001","Antecubital","Eswab","S001","Antecubital","Copan","Within participant-site: different systems"
"001AcLUSw_3","001AcRUSw_1",0.267077181959976,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S001","Antecubital","Copan","Within participant-site: different systems"
"001AcLUSw_4","001AcRUSw_1",0.220767378315188,"weighted_unifrac","S001","Antecubital","Omni","S001","Antecubital","Copan","Within participant-site: different systems"
"001AcCUSw","001AcRUSw_2",0.228454539048903,"weighted_unifrac","S001","Antecubital","Eswab","S001","Antecubital","Puritan_gel","Within participant-site: different systems"
"001AcLUSw_3","001AcRUSw_2",0.282566456738188,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S001","Antecubital","Puritan_gel","Within participant-site: different systems"
"001AcLUSw_4","001AcRUSw_2",0.342518193157691,"weighted_unifrac","S001","Antecubital","Omni","S001","Antecubital","Puritan_gel","Within participant-site: different systems"
"001AcRUSw_1","001AcRUSw_2",0.395106842403427,"weighted_unifrac","S001","Antecubital","Copan","S001","Antecubital","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","001FhCUSw",0.492905141598109,"weighted_unifrac","S001","Antecubital","Eswab","S001","Forehead","Eswab","Within participant: different sites, same system"
"001AcLUSw_3","001FhLUSw_3",0.417783183708329,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S001","Forehead","Puritan_buffer","Within participant: different sites, same system"
"001FhCUSw","001FhLUSw_3",0.0814361638989563,"weighted_unifrac","S001","Forehead","Eswab","S001","Forehead","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","001FhLUSw_4",0.337860306349372,"weighted_unifrac","S001","Antecubital","Omni","S001","Forehead","Omni","Within participant: different sites, same system"
"001FhCUSw","001FhLUSw_4",0.113435947867251,"weighted_unifrac","S001","Forehead","Eswab","S001","Forehead","Omni","Within participant-site: different systems"
"001FhLUSw_3","001FhLUSw_4",0.0359455538497386,"weighted_unifrac","S001","Forehead","Puritan_buffer","S001","Forehead","Omni","Within participant-site: different systems"
"001AcRUSw_1","001FhRUSw_1",0.216436217869065,"weighted_unifrac","S001","Antecubital","Copan","S001","Forehead","Copan","Within participant: different sites, same system"
"001FhCUSw","001FhRUSw_1",0.0286655503777923,"weighted_unifrac","S001","Forehead","Eswab","S001","Forehead","Copan","Within participant-site: different systems"
"001FhLUSw_3","001FhRUSw_1",0.0538668813431062,"weighted_unifrac","S001","Forehead","Puritan_buffer","S001","Forehead","Copan","Within participant-site: different systems"
"001FhLUSw_4","001FhRUSw_1",0.0861106982276852,"weighted_unifrac","S001","Forehead","Omni","S001","Forehead","Copan","Within participant-site: different systems"
"001AcRUSw_2","001FhRUSw_2",0.542312860087691,"weighted_unifrac","S001","Antecubital","Puritan_gel","S001","Forehead","Puritan_gel","Within participant: different sites, same system"
"001FhCUSw","001FhRUSw_2",0.0574017340499522,"weighted_unifrac","S001","Forehead","Eswab","S001","Forehead","Puritan_gel","Within participant-site: different systems"
"001FhLUSw_3","001FhRUSw_2",0.0257048027444504,"weighted_unifrac","S001","Forehead","Puritan_buffer","S001","Forehead","Puritan_gel","Within participant-site: different systems"
"001FhLUSw_4","001FhRUSw_2",0.0584173744049389,"weighted_unifrac","S001","Forehead","Omni","S001","Forehead","Puritan_gel","Within participant-site: different systems"
"001FhRUSw_1","001FhRUSw_2",0.0296086064948578,"weighted_unifrac","S001","Forehead","Copan","S001","Forehead","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","002AcCUSw",0.299443440463737,"weighted_unifrac","S001","Antecubital","Eswab","S002","Antecubital","Eswab","Between participants: same site and system"
"001AcLUSw_3","002AcLUSw_3",0.16077661998374,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S002","Antecubital","Puritan_buffer","Between participants: same site and system"
"002AcCUSw","002AcLUSw_3",0.306369358299643,"weighted_unifrac","S002","Antecubital","Eswab","S002","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","002AcLUSw_4",0.373696002582929,"weighted_unifrac","S001","Antecubital","Omni","S002","Antecubital","Omni","Between participants: same site and system"
"002AcCUSw","002AcLUSw_4",0.425868160121413,"weighted_unifrac","S002","Antecubital","Eswab","S002","Antecubital","Omni","Within participant-site: different systems"
"002AcLUSw_3","002AcLUSw_4",0.350117371010535,"weighted_unifrac","S002","Antecubital","Puritan_buffer","S002","Antecubital","Omni","Within participant-site: different systems"
"001AcRUSw_1","002AcRUSw_1",0.109339626678263,"weighted_unifrac","S001","Antecubital","Copan","S002","Antecubital","Copan","Between participants: same site and system"
"002AcCUSw","002AcRUSw_1",0.309764506836298,"weighted_unifrac","S002","Antecubital","Eswab","S002","Antecubital","Copan","Within participant-site: different systems"
"002AcLUSw_3","002AcRUSw_1",0.164746112986712,"weighted_unifrac","S002","Antecubital","Puritan_buffer","S002","Antecubital","Copan","Within participant-site: different systems"
"002AcLUSw_4","002AcRUSw_1",0.428504674121927,"weighted_unifrac","S002","Antecubital","Omni","S002","Antecubital","Copan","Within participant-site: different systems"
"001AcRUSw_2","002AcRUSw_2",0.348645596654979,"weighted_unifrac","S001","Antecubital","Puritan_gel","S002","Antecubital","Puritan_gel","Between participants: same site and system"
"002AcCUSw","002AcRUSw_2",0.272582963719516,"weighted_unifrac","S002","Antecubital","Eswab","S002","Antecubital","Puritan_gel","Within participant-site: different systems"
"002AcLUSw_3","002AcRUSw_2",0.0967095473110671,"weighted_unifrac","S002","Antecubital","Puritan_buffer","S002","Antecubital","Puritan_gel","Within participant-site: different systems"
"002AcLUSw_4","002AcRUSw_2",0.413041114347987,"weighted_unifrac","S002","Antecubital","Omni","S002","Antecubital","Puritan_gel","Within participant-site: different systems"
"002AcRUSw_1","002AcRUSw_2",0.148516826001794,"weighted_unifrac","S002","Antecubital","Copan","S002","Antecubital","Puritan_gel","Within participant-site: different systems"
"001FhCUSw","002FhCUSw",0.0146542738940566,"weighted_unifrac","S001","Forehead","Eswab","S002","Forehead","Eswab","Between participants: same site and system"
"002AcCUSw","002FhCUSw",0.517060574140611,"weighted_unifrac","S002","Antecubital","Eswab","S002","Forehead","Eswab","Within participant: different sites, same system"
"001FhLUSw_3","002FhLUSw_3",0.081741445261878,"weighted_unifrac","S001","Forehead","Puritan_buffer","S002","Forehead","Puritan_buffer","Between participants: same site and system"
"002AcLUSw_3","002FhLUSw_3",0.444225125009563,"weighted_unifrac","S002","Antecubital","Puritan_buffer","S002","Forehead","Puritan_buffer","Within participant: different sites, same system"
"002FhCUSw","002FhLUSw_3",0.00780328682813742,"weighted_unifrac","S002","Forehead","Eswab","S002","Forehead","Puritan_buffer","Within participant-site: different systems"
"001FhLUSw_4","002FhLUSw_4",0.115805256993114,"weighted_unifrac","S001","Forehead","Omni","S002","Forehead","Omni","Between participants: same site and system"
"002AcLUSw_4","002FhLUSw_4",0.64611962682659,"weighted_unifrac","S002","Antecubital","Omni","S002","Forehead","Omni","Within participant: different sites, same system"
"002FhCUSw","002FhLUSw_4",0.00494096008452991,"weighted_unifrac","S002","Forehead","Eswab","S002","Forehead","Omni","Within participant-site: different systems"
"002FhLUSw_3","002FhLUSw_4",0.00363851998437863,"weighted_unifrac","S002","Forehead","Puritan_buffer","S002","Forehead","Omni","Within participant-site: different systems"
"001FhRUSw_1","002FhRUSw_1",0.0490028188045227,"weighted_unifrac","S001","Forehead","Copan","S002","Forehead","Copan","Between participants: same site and system"
"002AcRUSw_1","002FhRUSw_1",0.217869235691311,"weighted_unifrac","S002","Antecubital","Copan","S002","Forehead","Copan","Within participant: different sites, same system"
"002FhCUSw","002FhRUSw_1",0.081193755691648,"weighted_unifrac","S002","Forehead","Eswab","S002","Forehead","Copan","Within participant-site: different systems"
"002FhLUSw_3","002FhRUSw_1",0.0745538477231582,"weighted_unifrac","S002","Forehead","Puritan_buffer","S002","Forehead","Copan","Within participant-site: different systems"
"002FhLUSw_4","002FhRUSw_1",0.0764853031709027,"weighted_unifrac","S002","Forehead","Omni","S002","Forehead","Copan","Within participant-site: different systems"
"001FhRUSw_2","002FhRUSw_2",0.0806723505195045,"weighted_unifrac","S001","Forehead","Puritan_gel","S002","Forehead","Puritan_gel","Between participants: same site and system"
"002AcRUSw_2","002FhRUSw_2",0.301670049164987,"weighted_unifrac","S002","Antecubital","Puritan_gel","S002","Forehead","Puritan_gel","Within participant: different sites, same system"
"002FhCUSw","002FhRUSw_2",0.118925829841445,"weighted_unifrac","S002","Forehead","Eswab","S002","Forehead","Puritan_gel","Within participant-site: different systems"
"002FhLUSw_3","002FhRUSw_2",0.11251129066892,"weighted_unifrac","S002","Forehead","Puritan_buffer","S002","Forehead","Puritan_gel","Within participant-site: different systems"
"002FhLUSw_4","002FhRUSw_2",0.114265985636669,"weighted_unifrac","S002","Forehead","Omni","S002","Forehead","Puritan_gel","Within participant-site: different systems"
"002FhRUSw_1","002FhRUSw_2",0.0456659744024584,"weighted_unifrac","S002","Forehead","Copan","S002","Forehead","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","003AcCUSw",0.321166294401614,"weighted_unifrac","S001","Antecubital","Eswab","S003","Antecubital","Eswab","Between participants: same site and system"
"002AcCUSw","003AcCUSw",0.412767459746522,"weighted_unifrac","S002","Antecubital","Eswab","S003","Antecubital","Eswab","Between participants: same site and system"
"001AcLUSw_3","003AcLUSw_3",0.306386046932988,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S003","Antecubital","Puritan_buffer","Between participants: same site and system"
"002AcLUSw_3","003AcLUSw_3",0.36550648379583,"weighted_unifrac","S002","Antecubital","Puritan_buffer","S003","Antecubital","Puritan_buffer","Between participants: same site and system"
"003AcCUSw","003AcLUSw_3",0.286798499562535,"weighted_unifrac","S003","Antecubital","Eswab","S003","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","003AcLUSw_4",0.403355097066373,"weighted_unifrac","S001","Antecubital","Omni","S003","Antecubital","Omni","Between participants: same site and system"
"002AcLUSw_4","003AcLUSw_4",0.258918531490171,"weighted_unifrac","S002","Antecubital","Omni","S003","Antecubital","Omni","Between participants: same site and system"
"003AcCUSw","003AcLUSw_4",0.275410062936181,"weighted_unifrac","S003","Antecubital","Eswab","S003","Antecubital","Omni","Within participant-site: different systems"
"003AcLUSw_3","003AcLUSw_4",0.21516816953639,"weighted_unifrac","S003","Antecubital","Puritan_buffer","S003","Antecubital","Omni","Within participant-site: different systems"
"001AcRUSw_1","003AcRUSw_1",0.550673153616896,"weighted_unifrac","S001","Antecubital","Copan","S003","Antecubital","Copan","Between participants: same site and system"
"002AcRUSw_1","003AcRUSw_1",0.482764386409099,"weighted_unifrac","S002","Antecubital","Copan","S003","Antecubital","Copan","Between participants: same site and system"
"003AcCUSw","003AcRUSw_1",0.315927515763387,"weighted_unifrac","S003","Antecubital","Eswab","S003","Antecubital","Copan","Within participant-site: different systems"
"003AcLUSw_3","003AcRUSw_1",0.249912914107937,"weighted_unifrac","S003","Antecubital","Puritan_buffer","S003","Antecubital","Copan","Within participant-site: different systems"
"003AcLUSw_4","003AcRUSw_1",0.16808393491804,"weighted_unifrac","S003","Antecubital","Omni","S003","Antecubital","Copan","Within participant-site: different systems"
"001AcRUSw_2","003AcRUSw_2",0.401357478236441,"weighted_unifrac","S001","Antecubital","Puritan_gel","S003","Antecubital","Puritan_gel","Between participants: same site and system"
"002AcRUSw_2","003AcRUSw_2",0.285551370511455,"weighted_unifrac","S002","Antecubital","Puritan_gel","S003","Antecubital","Puritan_gel","Between participants: same site and system"
"003AcCUSw","003AcRUSw_2",0.205286791991191,"weighted_unifrac","S003","Antecubital","Eswab","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"003AcLUSw_3","003AcRUSw_2",0.201075411633668,"weighted_unifrac","S003","Antecubital","Puritan_buffer","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"003AcLUSw_4","003AcRUSw_2",0.217670082358203,"weighted_unifrac","S003","Antecubital","Omni","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"003AcRUSw_1","003AcRUSw_2",0.232462145679404,"weighted_unifrac","S003","Antecubital","Copan","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"001FhCUSw","003FhCUSw",0.706561969001989,"weighted_unifrac","S001","Forehead","Eswab","S003","Forehead","Eswab","Between participants: same site and system"
"002FhCUSw","003FhCUSw",0.715231608572017,"weighted_unifrac","S002","Forehead","Eswab","S003","Forehead","Eswab","Between participants: same site and system"
"003AcCUSw","003FhCUSw",0.54586748609288,"weighted_unifrac","S003","Antecubital","Eswab","S003","Forehead","Eswab","Within participant: different sites, same system"
"001FhLUSw_3","003FhLUSw_3",0.829148882849727,"weighted_unifrac","S001","Forehead","Puritan_buffer","S003","Forehead","Puritan_buffer","Between participants: same site and system"
"002FhLUSw_3","003FhLUSw_3",0.858026857099944,"weighted_unifrac","S002","Forehead","Puritan_buffer","S003","Forehead","Puritan_buffer","Between participants: same site and system"
"003AcLUSw_3","003FhLUSw_3",0.725286856152558,"weighted_unifrac","S003","Antecubital","Puritan_buffer","S003","Forehead","Puritan_buffer","Within participant: different sites, same system"
"003FhCUSw","003FhLUSw_3",0.236727734539778,"weighted_unifrac","S003","Forehead","Eswab","S003","Forehead","Puritan_buffer","Within participant-site: different systems"
"001FhLUSw_4","003FhLUSw_4",0.756944438728387,"weighted_unifrac","S001","Forehead","Omni","S003","Forehead","Omni","Between participants: same site and system"
"002FhLUSw_4","003FhLUSw_4",0.831666321697771,"weighted_unifrac","S002","Forehead","Omni","S003","Forehead","Omni","Between participants: same site and system"
"003AcLUSw_4","003FhLUSw_4",0.573412251821122,"weighted_unifrac","S003","Antecubital","Omni","S003","Forehead","Omni","Within participant: different sites, same system"
"003FhCUSw","003FhLUSw_4",0.18625694117145,"weighted_unifrac","S003","Forehead","Eswab","S003","Forehead","Omni","Within participant-site: different systems"
"003FhLUSw_3","003FhLUSw_4",0.116463390889972,"weighted_unifrac","S003","Forehead","Puritan_buffer","S003","Forehead","Omni","Within participant-site: different systems"
"001FhRUSw_1","003FhRUSw_1",0.809902827001676,"weighted_unifrac","S001","Forehead","Copan","S003","Forehead","Copan","Between participants: same site and system"
"002FhRUSw_1","003FhRUSw_1",0.783712812419354,"weighted_unifrac","S002","Forehead","Copan","S003","Forehead","Copan","Between participants: same site and system"
"003AcRUSw_1","003FhRUSw_1",0.659303690529113,"weighted_unifrac","S003","Antecubital","Copan","S003","Forehead","Copan","Within participant: different sites, same system"
"003FhCUSw","003FhRUSw_1",0.192635605765576,"weighted_unifrac","S003","Forehead","Eswab","S003","Forehead","Copan","Within participant-site: different systems"
"003FhLUSw_3","003FhRUSw_1",0.0521900244353866,"weighted_unifrac","S003","Forehead","Puritan_buffer","S003","Forehead","Copan","Within participant-site: different systems"
"003FhLUSw_4","003FhRUSw_1",0.0716614314828059,"weighted_unifrac","S003","Forehead","Omni","S003","Forehead","Copan","Within participant-site: different systems"
"001FhRUSw_2","003FhRUSw_2",0.855728732885845,"weighted_unifrac","S001","Forehead","Puritan_gel","S003","Forehead","Puritan_gel","Between participants: same site and system"
"002FhRUSw_2","003FhRUSw_2",0.844539106333821,"weighted_unifrac","S002","Forehead","Puritan_gel","S003","Forehead","Puritan_gel","Between participants: same site and system"
"003AcRUSw_2","003FhRUSw_2",0.740387796418881,"weighted_unifrac","S003","Antecubital","Puritan_gel","S003","Forehead","Puritan_gel","Within participant: different sites, same system"
"003FhCUSw","003FhRUSw_2",0.241906347008511,"weighted_unifrac","S003","Forehead","Eswab","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"003FhLUSw_3","003FhRUSw_2",0.0165247875635045,"weighted_unifrac","S003","Forehead","Puritan_buffer","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"003FhLUSw_4","003FhRUSw_2",0.130220714460504,"weighted_unifrac","S003","Forehead","Omni","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"003FhRUSw_1","003FhRUSw_2",0.0657292294578261,"weighted_unifrac","S003","Forehead","Copan","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","004AcCUSw",0.447681962200494,"weighted_unifrac","S001","Antecubital","Eswab","S004","Antecubital","Eswab","Between participants: same site and system"
"002AcCUSw","004AcCUSw",0.530985493601895,"weighted_unifrac","S002","Antecubital","Eswab","S004","Antecubital","Eswab","Between participants: same site and system"
"003AcCUSw","004AcCUSw",0.340899733020323,"weighted_unifrac","S003","Antecubital","Eswab","S004","Antecubital","Eswab","Between participants: same site and system"
"001AcLUSw_3","004AcLUSw_3",0.609723296314374,"weighted_unifrac","S001","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_buffer","Between participants: same site and system"
"002AcLUSw_3","004AcLUSw_3",0.614101394704676,"weighted_unifrac","S002","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_buffer","Between participants: same site and system"
"003AcLUSw_3","004AcLUSw_3",0.530192696498072,"weighted_unifrac","S003","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_buffer","Between participants: same site and system"
"004AcCUSw","004AcLUSw_3",0.225708160410672,"weighted_unifrac","S004","Antecubital","Eswab","S004","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","004AcLUSw_4",0.595102579161669,"weighted_unifrac","S001","Antecubital","Omni","S004","Antecubital","Omni","Between participants: same site and system"
"002AcLUSw_4","004AcLUSw_4",0.569976129639325,"weighted_unifrac","S002","Antecubital","Omni","S004","Antecubital","Omni","Between participants: same site and system"
"003AcLUSw_4","004AcLUSw_4",0.464170328856959,"weighted_unifrac","S003","Antecubital","Omni","S004","Antecubital","Omni","Between participants: same site and system"
"004AcCUSw","004AcLUSw_4",0.205979253700043,"weighted_unifrac","S004","Antecubital","Eswab","S004","Antecubital","Omni","Within participant-site: different systems"
"004AcLUSw_3","004AcLUSw_4",0.134266221701365,"weighted_unifrac","S004","Antecubital","Puritan_buffer","S004","Antecubital","Omni","Within participant-site: different systems"
"001AcRUSw_1","004AcRUSw_1",0.582337039159234,"weighted_unifrac","S001","Antecubital","Copan","S004","Antecubital","Copan","Between participants: same site and system"
"002AcRUSw_1","004AcRUSw_1",0.580891268322938,"weighted_unifrac","S002","Antecubital","Copan","S004","Antecubital","Copan","Between participants: same site and system"
"003AcRUSw_1","004AcRUSw_1",0.473560814814264,"weighted_unifrac","S003","Antecubital","Copan","S004","Antecubital","Copan","Between participants: same site and system"
"004AcCUSw","004AcRUSw_1",0.215955604065366,"weighted_unifrac","S004","Antecubital","Eswab","S004","Antecubital","Copan","Within participant-site: different systems"
"004AcLUSw_3","004AcRUSw_1",0.236013386650102,"weighted_unifrac","S004","Antecubital","Puritan_buffer","S004","Antecubital","Copan","Within participant-site: different systems"
"004AcLUSw_4","004AcRUSw_1",0.160371531491317,"weighted_unifrac","S004","Antecubital","Omni","S004","Antecubital","Copan","Within participant-site: different systems"
"001AcRUSw_2","004AcRUSw_2",0.458956865345775,"weighted_unifrac","S001","Antecubital","Puritan_gel","S004","Antecubital","Puritan_gel","Between participants: same site and system"
"002AcRUSw_2","004AcRUSw_2",0.487813647808268,"weighted_unifrac","S002","Antecubital","Puritan_gel","S004","Antecubital","Puritan_gel","Between participants: same site and system"
"003AcRUSw_2","004AcRUSw_2",0.435661913213024,"weighted_unifrac","S003","Antecubital","Puritan_gel","S004","Antecubital","Puritan_gel","Between participants: same site and system"
"004AcCUSw","004AcRUSw_2",0.223299654363342,"weighted_unifrac","S004","Antecubital","Eswab","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"004AcLUSw_3","004AcRUSw_2",0.297501347970881,"weighted_unifrac","S004","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"004AcLUSw_4","004AcRUSw_2",0.234377993974772,"weighted_unifrac","S004","Antecubital","Omni","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"004AcRUSw_1","004AcRUSw_2",0.171766006098696,"weighted_unifrac","S004","Antecubital","Copan","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"001FhCUSw","004FhCUSw",0.123980045625801,"weighted_unifrac","S001","Forehead","Eswab","S004","Forehead","Eswab","Between participants: same site and system"
"002FhCUSw","004FhCUSw",0.135055736892236,"weighted_unifrac","S002","Forehead","Eswab","S004","Forehead","Eswab","Between participants: same site and system"
"003FhCUSw","004FhCUSw",0.66776545633199,"weighted_unifrac","S003","Forehead","Eswab","S004","Forehead","Eswab","Between participants: same site and system"
"004AcCUSw","004FhCUSw",0.654214936878126,"weighted_unifrac","S004","Antecubital","Eswab","S004","Forehead","Eswab","Within participant: different sites, same system"
"001FhLUSw_3","004FhLUSw_3",0.515212864143379,"weighted_unifrac","S001","Forehead","Puritan_buffer","S004","Forehead","Puritan_buffer","Between participants: same site and system"
"002FhLUSw_3","004FhLUSw_3",0.60347355103975,"weighted_unifrac","S002","Forehead","Puritan_buffer","S004","Forehead","Puritan_buffer","Between participants: same site and system"
"003FhLUSw_3","004FhLUSw_3",0.753324960296504,"weighted_unifrac","S003","Forehead","Puritan_buffer","S004","Forehead","Puritan_buffer","Between participants: same site and system"
"004AcLUSw_3","004FhLUSw_3",0.500898551839219,"weighted_unifrac","S004","Antecubital","Puritan_buffer","S004","Forehead","Puritan_buffer","Within participant: different sites, same system"
"004FhCUSw","004FhLUSw_3",0.491393952557266,"weighted_unifrac","S004","Forehead","Eswab","S004","Forehead","Puritan_buffer","Within participant-site: different systems"
"001FhLUSw_4","004FhLUSw_4",0.470366570063875,"weighted_unifrac","S001","Forehead","Omni","S004","Forehead","Omni","Between participants: same site and system"
"002FhLUSw_4","004FhLUSw_4",0.589101491861942,"weighted_unifrac","S002","Forehead","Omni","S004","Forehead","Omni","Between participants: same site and system"
"003FhLUSw_4","004FhLUSw_4",0.680231082498961,"weighted_unifrac","S003","Forehead","Omni","S004","Forehead","Omni","Between participants: same site and system"
"004AcLUSw_4","004FhLUSw_4",0.425746116495419,"weighted_unifrac","S004","Antecubital","Omni","S004","Forehead","Omni","Within participant: different sites, same system"
"004FhCUSw","004FhLUSw_4",0.481240252843544,"weighted_unifrac","S004","Forehead","Eswab","S004","Forehead","Omni","Within participant-site: different systems"
"004FhLUSw_3","004FhLUSw_4",0.0820704583883071,"weighted_unifrac","S004","Forehead","Puritan_buffer","S004","Forehead","Omni","Within participant-site: different systems"
"001FhRUSw_1","004FhRUSw_1",0.540780714942271,"weighted_unifrac","S001","Forehead","Copan","S004","Forehead","Copan","Between participants: same site and system"
"002FhRUSw_1","004FhRUSw_1",0.505539056849478,"weighted_unifrac","S002","Forehead","Copan","S004","Forehead","Copan","Between participants: same site and system"
"003FhRUSw_1","004FhRUSw_1",0.695704444926042,"weighted_unifrac","S003","Forehead","Copan","S004","Forehead","Copan","Between participants: same site and system"
"004AcRUSw_1","004FhRUSw_1",0.377705400287511,"weighted_unifrac","S004","Antecubital","Copan","S004","Forehead","Copan","Within participant: different sites, same system"
"004FhCUSw","004FhRUSw_1",0.4769455928714,"weighted_unifrac","S004","Forehead","Eswab","S004","Forehead","Copan","Within participant-site: different systems"
"004FhLUSw_3","004FhRUSw_1",0.217373390477921,"weighted_unifrac","S004","Forehead","Puritan_buffer","S004","Forehead","Copan","Within participant-site: different systems"
"004FhLUSw_4","004FhRUSw_1",0.191623779091767,"weighted_unifrac","S004","Forehead","Omni","S004","Forehead","Copan","Within participant-site: different systems"
"001FhRUSw_2","004FhRUSw_2",0.530086414517814,"weighted_unifrac","S001","Forehead","Puritan_gel","S004","Forehead","Puritan_gel","Between participants: same site and system"
"002FhRUSw_2","004FhRUSw_2",0.518921307029925,"weighted_unifrac","S002","Forehead","Puritan_gel","S004","Forehead","Puritan_gel","Between participants: same site and system"
"003FhRUSw_2","004FhRUSw_2",0.762086382111961,"weighted_unifrac","S003","Forehead","Puritan_gel","S004","Forehead","Puritan_gel","Between participants: same site and system"
"004AcRUSw_2","004FhRUSw_2",0.342636555637291,"weighted_unifrac","S004","Antecubital","Puritan_gel","S004","Forehead","Puritan_gel","Within participant: different sites, same system"
"004FhCUSw","004FhRUSw_2",0.477987003719244,"weighted_unifrac","S004","Forehead","Eswab","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"004FhLUSw_3","004FhRUSw_2",0.179540377446054,"weighted_unifrac","S004","Forehead","Puritan_buffer","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"004FhLUSw_4","004FhRUSw_2",0.157365260528583,"weighted_unifrac","S004","Forehead","Omni","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"004FhRUSw_1","004FhRUSw_2",0.153550667942227,"weighted_unifrac","S004","Forehead","Copan","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","005AcCUSw",0.759593548988192,"weighted_unifrac","S001","Antecubital","Eswab","S005","Antecubital","Eswab","Between participants: same site and system"
"002AcCUSw","005AcCUSw",0.730853563865737,"weighted_unifrac","S002","Antecubital","Eswab","S005","Antecubital","Eswab","Between participants: same site and system"
