"sample_1","sample_2","distance_value","subject_1","site_1","type_1","subject_2","site_2","type_2","same_participant","same_site","same_system","comparison_group","filter_id","filter","distance_id","distance"
"001AcLUSw_4","002FhLUSw_3",0.224893347873614,"S001","Antecubital","Type 4","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhLUSw_3",0.132724310458275,"S001","Antecubital","Type 1","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_2","002FhLUSw_3",0.378873991458253,"S001","Antecubital","Type 2","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhLUSw_3",0.00327913954556904,"S001","Forehead","Type 5","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhLUSw_3",0.0398004475269332,"S001","Forehead","Type 3","S002","Forehead","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhLUSw_3",0.0489390190156815,"S001","Forehead","Type 4","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhLUSw_3",0.0122442402701755,"S001","Forehead","Type 1","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhLUSw_3",0.0323842057635156,"S001","Forehead","Type 2","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcCUSw","002FhLUSw_3",0.301913289137383,"S002","Antecubital","Type 5","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhLUSw_3",0.236104711341283,"S002","Antecubital","Type 3","S002","Forehead","Type 3",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_4","002FhLUSw_3",0.299413878643929,"S002","Antecubital","Type 4","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhLUSw_3",0.136902062170095,"S002","Antecubital","Type 1","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhLUSw_3",0.233451941472343,"S002","Antecubital","Type 2","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhLUSw_3",0.0047646255409992,"S002","Forehead","Type 5","S002","Forehead","Type 3",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhLUSw_4",0.29370876273512,"S001","Antecubital","Type 5","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhLUSw_4",0.272352368784532,"S001","Antecubital","Type 3","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhLUSw_4",0.226238723273142,"S001","Antecubital","Type 4","S002","Forehead","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhLUSw_4",0.1338709153012,"S001","Antecubital","Type 1","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_2","002FhLUSw_4",0.380367490615584,"S001","Antecubital","Type 2","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhLUSw_4",0.00476168783314364,"S001","Forehead","Type 5","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhLUSw_4",0.0406479993204782,"S001","Forehead","Type 3","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhLUSw_4",0.0499558262676457,"S001","Forehead","Type 4","S002","Forehead","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhLUSw_4",0.0132411814339197,"S001","Forehead","Type 1","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhLUSw_4",0.0334304479023125,"S001","Forehead","Type 2","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcCUSw","002FhLUSw_4",0.303338354891676,"S002","Antecubital","Type 5","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhLUSw_4",0.237221806279754,"S002","Antecubital","Type 3","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_4","002FhLUSw_4",0.300413117201719,"S002","Antecubital","Type 4","S002","Forehead","Type 4",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhLUSw_4",0.137954277110832,"S002","Antecubital","Type 1","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhLUSw_4",0.234763760757471,"S002","Antecubital","Type 2","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhLUSw_4",0.00348281670079905,"S002","Forehead","Type 5","S002","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhLUSw_3","002FhLUSw_4",0.00222565978578902,"S002","Forehead","Type 3","S002","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhRUSw_1",0.261882486141798,"S001","Antecubital","Type 5","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhRUSw_1",0.241798332221488,"S001","Antecubital","Type 3","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhRUSw_1",0.197511175156582,"S001","Antecubital","Type 4","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhRUSw_1",0.104392212026453,"S001","Antecubital","Type 1","S002","Forehead","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_2","002FhRUSw_1",0.344775144523664,"S001","Antecubital","Type 2","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhRUSw_1",0.0261361202588375,"S001","Forehead","Type 5","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhRUSw_1",0.0171908000944764,"S001","Forehead","Type 3","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhRUSw_1",0.0265208811017557,"S001","Forehead","Type 4","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhRUSw_1",0.0166498615767507,"S001","Forehead","Type 1","S002","Forehead","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhRUSw_1",0.00997194361024612,"S001","Forehead","Type 2","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcCUSw","002FhRUSw_1",0.27187417560619,"S002","Antecubital","Type 5","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhRUSw_1",0.205848827939554,"S002","Antecubital","Type 3","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_4","002FhRUSw_1",0.273186462409645,"S002","Antecubital","Type 4","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhRUSw_1",0.108893264473934,"S002","Antecubital","Type 1","S002","Forehead","Type 1",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhRUSw_1",0.201981393470176,"S002","Antecubital","Type 2","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhRUSw_1",0.0321210661567948,"S002","Forehead","Type 5","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhLUSw_3","002FhRUSw_1",0.0282179002665858,"S002","Forehead","Type 3","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhLUSw_4","002FhRUSw_1",0.029021373111191,"S002","Forehead","Type 4","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhRUSw_2",0.244202256465516,"S001","Antecubital","Type 5","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhRUSw_2",0.22546795002278,"S001","Antecubital","Type 3","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhRUSw_2",0.182553672324735,"S001","Antecubital","Type 4","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhRUSw_2",0.0919727946738743,"S001","Antecubital","Type 1","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_2","002FhRUSw_2",0.324620224132144,"S001","Antecubital","Type 2","S002","Forehead","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhRUSw_2",0.0341006691392777,"S001","Forehead","Type 5","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhRUSw_2",0.00287796184778567,"S001","Forehead","Type 3","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhRUSw_2",0.0122901005942702,"S001","Forehead","Type 4","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhRUSw_2",0.0252097861891467,"S001","Forehead","Type 1","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhRUSw_2",0.00756969410210991,"S001","Forehead","Type 2","S002","Forehead","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcCUSw","002FhRUSw_2",0.253809448000498,"S002","Antecubital","Type 5","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhRUSw_2",0.193568460795579,"S002","Antecubital","Type 3","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_4","002FhRUSw_2",0.262126165102012,"S002","Antecubital","Type 4","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhRUSw_2",0.0976720328685553,"S002","Antecubital","Type 1","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhRUSw_2",0.1890990247024,"S002","Antecubital","Type 2","S002","Forehead","Type 2",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhRUSw_2",0.0399965387176602,"S002","Forehead","Type 5","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhLUSw_3","002FhRUSw_2",0.0360685938546887,"S002","Forehead","Type 3","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhLUSw_4","002FhRUSw_2",0.0367363556183082,"S002","Forehead","Type 4","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002FhRUSw_1","002FhRUSw_2",0.014630300260832,"S002","Forehead","Type 1","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcCUSw","003AcCUSw",0.0772074436439507,"S001","Antecubital","Type 5","S003","Antecubital","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_3","003AcCUSw",0.0858678036073615,"S001","Antecubital","Type 3","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcLUSw_4","003AcCUSw",0.113045356278734,"S001","Antecubital","Type 4","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_1","003AcCUSw",0.206774468357172,"S001","Antecubital","Type 1","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001AcRUSw_2","003AcCUSw",0.0241406431411572,"S001","Antecubital","Type 2","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhCUSw","003AcCUSw",0.318635861061387,"S001","Forehead","Type 5","S003","Antecubital","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_3","003AcCUSw",0.285039610297677,"S001","Forehead","Type 3","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhLUSw_4","003AcCUSw",0.273354695355631,"S001","Forehead","Type 4","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_1","003AcCUSw",0.308997963245504,"S001","Forehead","Type 1","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"001FhRUSw_2","003AcCUSw",0.293904093345901,"S001","Forehead","Type 2","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcCUSw","003AcCUSw",0.0868644963779425,"S002","Antecubital","Type 5","S003","Antecubital","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_3","003AcCUSw",0.142745371876813,"S002","Antecubital","Type 3","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcLUSw_4","003AcCUSw",0.106010093364557,"S002","Antecubital","Type 4","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
"002AcRUSw_1","003AcCUSw",0.192350435411221,"S002","Antecubital","Type 1","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","wunifrac","Weighted UniFrac"
