"filter_id","filter","sample_name","bray_curtis_to_unfiltered","composition_similarity","subject_id","site_group","swab_type2","Type"
"remove_count_le_10","Remove count <=10","002AcCUSw",0.00902594960511469,0.990974050394885,"S002","Antecubital","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","002AcLUSw_3",0.00564797246613422,0.994352027533866,"S002","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","002AcLUSw_4",0.0133893819087654,0.986610618091235,"S002","Antecubital","Omni","Type 4"
"remove_count_le_10","Remove count <=10","002AcRUSw_1",0.00761069078211038,0.99238930921789,"S002","Antecubital","Copan","Type 1"
"remove_count_le_10","Remove count <=10","002AcRUSw_2",0.00752294498219569,0.992477055017804,"S002","Antecubital","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","002FhCUSw",0,1,"S002","Forehead","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","002FhLUSw_3",0.00106620633631195,0.998933793663688,"S002","Forehead","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","002FhLUSw_4",0.000447471784418019,0.999552528215582,"S002","Forehead","Omni","Type 4"
"remove_count_le_10","Remove count <=10","002FhRUSw_1",0.00210953346855985,0.99789046653144,"S002","Forehead","Copan","Type 1"
"remove_count_le_10","Remove count <=10","002FhRUSw_2",3.86055669227494e-05,0.999961394433077,"S002","Forehead","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","003AcCUSw",0.00999590331831216,0.990004096681688,"S003","Antecubital","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","003AcLUSw_3",0,1,"S003","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","003AcLUSw_4",0.00301596688350088,0.996984033116499,"S003","Antecubital","Omni","Type 4"
"remove_count_le_10","Remove count <=10","003AcRUSw_1",0.011830296437313,0.988169703562687,"S003","Antecubital","Copan","Type 1"
"remove_count_le_10","Remove count <=10","003AcRUSw_2",0.00026578073089701,0.999734219269103,"S003","Antecubital","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","003FhCUSw",0.00143976963685813,0.998560230363142,"S003","Forehead","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","003FhLUSw_3",0,1,"S003","Forehead","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","003FhLUSw_4",0.00189753320683114,0.998102466793169,"S003","Forehead","Omni","Type 4"
"remove_count_le_10","Remove count <=10","003FhRUSw_1",0.00080224628961091,0.999197753710389,"S003","Forehead","Copan","Type 1"
"remove_count_le_10","Remove count <=10","003FhRUSw_2",0.00132640654360563,0.998673593456394,"S003","Forehead","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","004AcCUSw",0.00598205383848454,0.994017946161516,"S004","Antecubital","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","004AcLUSw_3",0.0103885590933621,0.989611440906638,"S004","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","004AcLUSw_4",0.0139756737419509,0.986024326258049,"S004","Antecubital","Omni","Type 4"
"remove_count_le_10","Remove count <=10","004AcRUSw_1",0.00995762711864406,0.990042372881356,"S004","Antecubital","Copan","Type 1"
"remove_count_le_10","Remove count <=10","004AcRUSw_2",0.00992973694907381,0.990070263050926,"S004","Antecubital","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","004FhCUSw",0.00342196531791907,0.996578034682081,"S004","Forehead","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","004FhLUSw_3",0.0169024783971133,0.983097521602887,"S004","Forehead","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","004FhLUSw_4",0.00264231591218187,0.997357684087818,"S004","Forehead","Omni","Type 4"
"remove_count_le_10","Remove count <=10","004FhRUSw_1",0.0115672488092538,0.988432751190746,"S004","Forehead","Copan","Type 1"
"remove_count_le_10","Remove count <=10","004FhRUSw_2",0.0123789764868603,0.98762102351314,"S004","Forehead","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","005AcCUSw",0.00252095544211256,0.997479044557887,"S005","Antecubital","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","005AcLUSw_3",0.00211296221048354,0.997887037789516,"S005","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","005AcLUSw_4",0.00221940393151554,0.997780596068484,"S005","Antecubital","Omni","Type 4"
"remove_count_le_10","Remove count <=10","005AcRUSw_1",0.00197338746053225,0.998026612539468,"S005","Antecubital","Copan","Type 1"
"remove_count_le_10","Remove count <=10","005AcRUSw_2",0.00116575996447207,0.998834240035528,"S005","Antecubital","Puritan_gel","Type 2"
"remove_count_le_10","Remove count <=10","005FhCUSw",0.000955337950800107,0.9990446620492,"S005","Forehead","Eswab","Type 5"
"remove_count_le_10","Remove count <=10","005FhLUSw_3",0.00387464387464386,0.996125356125356,"S005","Forehead","Puritan_buffer","Type 3"
"remove_count_le_10","Remove count <=10","005FhLUSw_4",0.00365335598980459,0.996346644010195,"S005","Forehead","Omni","Type 4"
"remove_count_le_10","Remove count <=10","005FhRUSw_1",0.00214162670515386,0.997858373294846,"S005","Forehead","Copan","Type 1"
"remove_count_le_10","Remove count <=10","005FhRUSw_2",0.00270932782866728,0.997290672171333,"S005","Forehead","Puritan_gel","Type 2"
"prevalence_ge_2","Prevalence >=2 samples","001AcCUSw",0.0173804384868795,0.982619561513121,"S001","Antecubital","Eswab","Type 5"
"prevalence_ge_2","Prevalence >=2 samples","001AcLUSw_3",0.00911465569943867,0.990885344300561,"S001","Antecubital","Puritan_buffer","Type 3"
"prevalence_ge_2","Prevalence >=2 samples","001AcLUSw_4",0.00768291441945659,0.992317085580543,"S001","Antecubital","Omni","Type 4"
"prevalence_ge_2","Prevalence >=2 samples","001AcRUSw_1",0.00121898127993035,0.99878101872007,"S001","Antecubital","Copan","Type 1"
"prevalence_ge_2","Prevalence >=2 samples","001AcRUSw_2",0.0102407802499238,0.989759219750076,"S001","Antecubital","Puritan_gel","Type 2"
"prevalence_ge_2","Prevalence >=2 samples","001FhCUSw",0.00292012057272042,0.99707987942728,"S001","Forehead","Eswab","Type 5"
"prevalence_ge_2","Prevalence >=2 samples","001FhLUSw_3",0.00147269380241357,0.998527306197586,"S001","Forehead","Puritan_buffer","Type 3"
"prevalence_ge_2","Prevalence >=2 samples","001FhLUSw_4",0.000663305916688768,0.999336694083311,"S001","Forehead","Omni","Type 4"
"prevalence_ge_2","Prevalence >=2 samples","001FhRUSw_1",6.30775538524348e-05,0.999936922446148,"S001","Forehead","Copan","Type 1"
"prevalence_ge_2","Prevalence >=2 samples","001FhRUSw_2",0.00103857566765579,0.998961424332344,"S001","Forehead","Puritan_gel","Type 2"
"prevalence_ge_2","Prevalence >=2 samples","002AcCUSw",0.0226902344239689,0.977309765576031,"S002","Antecubital","Eswab","Type 5"
"prevalence_ge_2","Prevalence >=2 samples","002AcLUSw_3",0.0247981291091206,0.975201870890879,"S002","Antecubital","Puritan_buffer","Type 3"
"prevalence_ge_2","Prevalence >=2 samples","002AcLUSw_4",0.178265607971353,0.821734392028647,"S002","Antecubital","Omni","Type 4"
"prevalence_ge_2","Prevalence >=2 samples","002AcRUSw_1",0.0202354837265524,0.979764516273448,"S002","Antecubital","Copan","Type 1"
"prevalence_ge_2","Prevalence >=2 samples","002AcRUSw_2",0.0193088921209689,0.980691107879031,"S002","Antecubital","Puritan_gel","Type 2"
"prevalence_ge_2","Prevalence >=2 samples","002FhCUSw",0,1,"S002","Forehead","Eswab","Type 5"
"prevalence_ge_2","Prevalence >=2 samples","002FhLUSw_3",0.00106620633631195,0.998933793663688,"S002","Forehead","Puritan_buffer","Type 3"
"prevalence_ge_2","Prevalence >=2 samples","002FhLUSw_4",0.000447471784418019,0.999552528215582,"S002","Forehead","Omni","Type 4"
